userhandle,kokil_ideology,relevance_kw,relevance_delib,barbera_ideology
david_leavitt,0.00377465315256845,0.0243996901626646,0.0848203785561114,-1.2815515655446
david_lynch,0.0039173775694775,0.0036379069908446,0.0973771490047155,-1.1263911290388
davidaldridgedc,0.00372856147494134,0,0.0808791577769011,-2.05374891063182
davidaxelrod,0.00350251965035714,0.019782393669634,0.0970414942172903,0.772193214188685
davidcorndc,0.00322080612173266,0.0838467530628142,0.0851577740822337,0.994457883209753
daviddobrik,0.00386926471454047,0.00173611111111111,0.0580018560549889,0
davidfrum,0.00360910995904928,0.0425966805657755,0.0668970185566466,1.1263911290388
davidguetta,0.00324144398816403,0,0.0435204975421038,0
davidhogg111,0.00443350569855615,0.0326223337515684,0.0974947824103092,0.176374164780861
davidkharbour,0.00445123712260561,0.0052295054200542,0.107137638987649,-2.32634787404084
davidortiz,0.00182399678078759,0.00413223140495868,0.0598545071409043,0
davidspade,0.00418965057135001,0,0.0320828989499167,0
daxshepard,0.00619460667968297,0.0016251904520061,0.163916896958612,-0.994457883209753
dbongino,0.00230916062904503,0.0513659538847881,0.0775134337604109,1.75068607125217
dccomics,0.00308084976744571,0.00591347650171179,0.0659276009212786,0
ddale8,0.00424704798362487,0.035564616604372,0.0774321238145279,0.706302562840088
deadmau5,0.00256636862083318,0.0027124773960217,0.0538511047247563,0
deadspin,0.00240113370337793,0.00174114915844457,0.067387956469759,-1.55477359459685
dearauntcrabby,0.00444364495860669,0.0440343208677352,0.069124625365438,-1.34075503369022
debramessing,0.00178313830310111,0.0350109409190372,0.0755408263985633,-0.915365087842814
deepakchopra,0.00332002891681213,0.00492056797413187,0.0857869123810286,-0.0752698620998298
defjam,0.00316979695359438,0,0.0475730432414421,0
deionsanders,0.00372845040500345,0.00245316681534344,0.0892056834213177,1.08031934081496
delta,0.00240796193645094,0,0.0909852226973538,1.17498679206609
demetriusharmon,0.00370045671291329,0.00273696341112071,0.0596284823299455,0
democracynow,0.00177657098305957,0.0479340906253901,0.0667479340856552,0.994457883209753
dennisdmz,0.0015168158956133,0,0.0845626307040446,0
dennysdiner,0.00289406935309082,8.06916426512968e-4,0.0708906436013399,0
depresseddarth,0.00287600806297807,0.0165406427221172,0.0516038882806691,0.612812991016627
deptofdefense,0.00258465365166602,0.00847585893749055,0.0799910764360459,0.643345405392917
deray,0.00365664820734385,0.0106408706166868,0.0837552407986082,-2.05374891063182
derekcressman,0.00295720301940121,0.0479041916167664,0.0720281121209049,-1.75068607125217
deshaunwatson,0.00322650736994129,0,0.0686311241050423,0
desusnice,0.00397543126992311,0.00630790459294303,0.0820504829503063,-1.22652812003661
dezbryant,0.00376033182638864,0.0013214403700033,0.0803692279482295,1.2815515655446
dhsgov,0.00333830236971138,0.0126430080886104,0.10223853698029,1.08031934081496
diamondandsilk,0.00258247488932607,0.041230029204604,0.0739187193537135,1.47579102817917
diddy,0.00501200878968993,0.00283983888261033,0.106580402462014,-0.495850347347453
dierksbentley,0.0024112674911435,0.00140099626400996,0.0514201781978185,0
digitaltrends,0.00346507352356429,0.00825471698113208,0.0808520198184685,-1.47579102817917
dineshdsouza,0.00345967563949635,0.0282946874082771,0.0772061081517883,1.47579102817917
diplo,0.00460572209571719,0.00170039108995069,0.105484781467729,-0.994457883209753
discovery,0.00367680572654667,0.0029330674018889,0.0875067829503711,-1.1263911290388
disney,0.00339374220957364,0.00105468116177187,0.0955705912103875,0.643345405392917
disneyland,0.00281023739143672,0.00638838475499093,0.0736297187264622,0
disneyparks,0.00266024390400857,0.00440390059767223,0.0710415108420357,0.524400512708041
disneystudios,0.00361435815974262,0.0012861047103585,0.103043409221851,0.954165253146195
djdrama,0.00488537417238538,0.0025124593269904,0.119258191855272,0.331853346436817
djenvy,0.00183517452643805,8.08282976020938e-4,0.0499834354397449,-3
djkhaled,0.00393854844278923,6.72968095194395e-4,0.0994590313618705,0.674489750196082
djpaulyd,0.00449259265328622,0.00144358731447647,0.109182808863967,0.227544976641149
dloesch,0.00332444437665025,0.0100173026136053,0.0744380095606843,1.64485362695147
dodgers,0.00308323909501724,0.00922934933087217,0.0821944054300563,-0.706302562840088
dodo,0.00318262624460196,0.00444378610576211,0.0613193935039975,0.305480788099397
dog_feelings,0.0039797635399854,5.23628747218222e-4,0.0937642879755746,0
dog_rates,0.00228571043210642,0,0.0702452111382569,0
dollyparton,0.00321987856637369,0,0.0699380255564518,0
dominos,0.00543820520771514,0,0.0858181035909818,-1.1263911290388
donaldjtrumpjr,0.00360352757762085,0.0334795659201109,0.0696174859698217,1.47579102817917
doncheadle,0.00355195973333498,0.0287573194534808,0.0748937914254285,-1.08031934081496
donlemon,0.0047477780269334,0.0285630841121495,0.121071593225565,1.03643338949379
donttrythis,0.00365747612038077,0.0123917840774062,0.0840403285575512,-1.22652812003661
drake,0.00270211484773068,0.00689655172413793,0.0618611867555719,0
drakebell,0.00491908029195239,6.28104836407241e-4,0.105151760116639,1.1263911290388
drayamichele,0.00361404397122248,0,0.0705735679974805,0
drdisrespect,0.00303592741759649,0,0.0673155270870777,0
drdrew,0.00432829922822798,0.00409202509775393,0.115213986656366,0.994457883209753
drewbrees,0.00316870636654902,0.00426377658490181,0.0885732087355326,0.954165253146195
dril,0.00422551526076352,0.0022075055187638,0.0560525397754251,0
drose,0.00437083371079968,0,0.0742853251859687,0
droz,0.00231725403914099,0,0.0723882317877487,0.877896295051229
drsanjaygupta,0.00403901501371603,0.00481130143997816,0.10393276026728,0.841621233572914
dualipa,0.00388713953558652,0.00223214285714286,0.110989299914207,0.524400512708041
duckduckgo,0.00249560411079957,4.64101731099457e-4,0.0713381338275237,-2.32634787404084
dunkindonuts,0.00627472565090845,0.00190933391522558,0.0761158950220503,1.03643338949379
dwighthoward,0.00388701214145812,0.00205549845837616,0.1066869256674,-1.1263911290388
dwyanewade,0.00367275432680478,0.0023759608665269,0.0913300260238862,0.643345405392917
dylanobrien,0.00491874648807997,0.00333164336930542,0.102414429832224,-2.32634787404084
dylansprouse,0.00419500548653496,0.00234447539461467,0.0933763099848233,-2.05374891063182
ea,0.00399937264278618,0.00260922814771426,0.0976911721883872,0.877896295051229
eagles,0.00358072964797413,0.00202839756592292,0.0683174830543852,0
eamaddennfl,0.00272551282377139,0.00277161862527716,0.0643088509267727,0
earlxsweat,0.0031483983461407,0.00471434278865362,0.0514034018708805,0
earthpix,0.00367701198740982,0,0.0399617479494666,0
echofon,0.00186565398456222,0,0.10351550548,0
eddieizzard,0.00408647282302918,0.0103179364127174,0.101860737828926,-1.1263911290388
edelman11,0.00438616737103026,0.00164208427411078,0.107854009801057,0.612812991016627
edutopia,0.00347909929192129,0.00311353274769265,0.0755265320357454,0.738846849185214
edwardnorton,0.00342918518771169,0.00511170580629642,0.0864918047715692,-2.32634787404084
eentertainment,0.0031149339862778,0.00175628208592272,0.0775465542048712,-2.32634787404084
egoraptor,0.00543079053193057,0,0.0661239292208374,0
elizabethbanks,0.00441804595208873,0.0138026607538803,0.101038516487052,-1.34075503369022
ellemagazine,0.00308966510440032,0.00837188808107512,0.0483828427019935,-0.877896295051228
ellenpage,0.00434589702508498,0.0198541705368754,0.0975632313526362,-2.05374891063182
ellenpompeo,0.00488526824396606,0.0176765436479773,0.0955920201369689,-1.2815515655446
elliegoulding,0.0045617496494169,0.00319933231325637,0.0979866740954027,-1.64485362695147
elonmusk,0.00271052066862113,3.67275732255991e-4,0.0680146096684864,-1.1263911290388
eminem,0.00325102207277826,0,0.0665439056949279,0
emma4change,0.00448590816086302,0.0200689565443664,0.0943180912505048,-1.55477359459685
emmachamberlain,0.00367858667163924,0.00199401794616152,0.0379762498035608,0
emmawatson,0.00498742063803305,0.00572196620583717,0.104911131533949,-0.0250689082587111
emmittsmith22,0.00456616560767226,0.00237325205332837,0.116885002286471,-2.05374891063182
emmyrossum,0.00476460548863485,0.0195483188445794,0.100948459289569,-0.674489750196082
enews,0.00321806503962141,0,0.0704847260060345,0.227544976641149
engadget,0.0011755897135486,0,0.0360677223371179,-0.0752698620998298
entrepreneur,0.00249550638943027,0.00204141149023038,0.059378793603043,-0.674489750196082
epicgames,0.00300302050737279,0,0.072163942597977,0
ericandre,0.00450916369951688,0.009103480064531,0.0955633591425663,-1.47579102817917
ericbolling,0.00325866405210987,0.0256946826758148,0.0877946768918341,1.34075503369022
ericchurch,0.00302251372519147,0,0.0776131114406173,0
ericholder,0.0032728899213665,0.0500856979622929,0.0892853958973126,-2.32634787404084
erictrump,0.00413807752015837,0.0339759838185216,0.107176917521181,1.40507156030963
erinandrews,0.0040688335350419,0.00191723917558715,0.100916827654434,1.03643338949379
espn,0.00304163218147399,0.00117467402795724,0.0746035584699501,0
espncfb,0.00262711020637297,0.00798972749322298,0.069093988867262,0
espngolic,0.00483163161053312,0.00201562106324011,0.134607022163805,0.954165253146195
espngreeny,0.00333326351655153,0.00189162446889005,0.0948679190029052,0.385320466407568
espnnba,0.00337938727815673,0,0.0830403298663871,0
espnnfl,0.00291825374272792,0.00157828282828283,0.0569691071137989,0
espnstatsinfo,0.00192529423384915,0,0.0822723756559767,0
ethandolan,0.00349340869394765,0,0.0507579964263922,0
etnow,0.00282538854096681,0.00133014099494547,0.0701097293920591,1.03643338949379
eugene_robinson,0.00352865423997245,0.0635290889132822,0.0808970233307475,0.994457883209753
evalongoria,0.00459619494600303,0.00797766254487435,0.098961117932859,-1.64485362695147
evanmcmullin,0.0032118019029782,0.0434705726326957,0.0942783570738624,1.34075503369022
evilhag,0.00488009042741323,0.00261697293877434,0.107742612152179,0.412463129441405
ew,0.00265151988613458,0.00495540138751239,0.0514734415055808,0.706302562840088
ewarren,0.00322297942284562,0.0299493165412379,0.0816844856510187,-1.40507156030963
ezekielelliott,0.00187051236088656,0.00428535417191833,0.062630378453402,0
ezraklein,0.00417193589236961,0.0354261662574535,0.0884356427290563,-1.47579102817917
facebook,0.00283848841143407,0.00081470377370788005,0.107117006879599,0.0752698620998299
factsofschool,0.00407660048464867,9.75070692625216e-4,0.0544927960227259,0.331853346436817
fahrenthold,0.0026469250422523102,0.0454797559622851,0.0761315761462151,1.34075503369022
fakedansavage,0.0046760302868041,0.0160560411629781,0.0996290199438862,-2.05374891063182
fallontonight,0.00268570403817953,0.00689170182841069,0.0606812649822306,0.877896295051229
fallout,0.00275835215288859,0.00369367150948042,0.0650954861504661,0
falloutboy,0.00261050370550652,0,0.051084978736177,0
famousdex,0.00148017515713528,0,0.0198608648296851,0
fastcompany,0.0022030911704303,0.012587221234095,0.0556221592890171,-0.176374164780861
fatbellybella,0.00506080010839028,0.00327918627599818,0.101919095383789,-1.1263911290388
fbi,0.0017632008220516,0.0260351013284205,0.0739217960763628,0
feliciaday,0.0047786628020204,0.00340238166716702,0.105417406888549,-2.32634787404084
fema,0.00237896522103592,0.00515607580824972,0.0643931923747254,1.22652812003661
fentybeauty,0.00371939885267533,0.00269472603618632,0.0636362070052495,0
fieldyates,0.00268791809795071,0.00524953789279112,0.0663884036047443,0
fifacom,0.00225098076651564,8.12875955129247e-4,0.0545481891083596,0.524400512708041
finallevel,0.00263218865230349,0.00225903614457831,0.0694529337783689,-1.08031934081496
finebaum,0.0038998717035848,0.00267853463551325,0.0995732347599101,-1.1263911290388
finishline,0.00215640995219568,0,0.0802034603337797,0.643345405392917
finnbalor,0.00466224093809793,0.00161300525017395,0.110090077147756,-2.32634787404084
firsttake,0.00471515821210821,0.00258456860509312,0.130229227751303,-2.05374891063182
fivethirtyeight,0.00305241815123597,0.0379656160458453,0.0812097162644086,0.706302562840088
flotus,0.00344230898677451,0.011724433033804,0.103292118712121,1.08031934081496
flotus44,0.00420035481019082,0.00743643161656158,0.103340258795281,0.994457883209753
floydmayweather,0.00442743665300737,0.00153326403326403,0.115597143067229,-2.32634787404084
foodandwine,0.0032742200897329,0.00243690165361184,0.0784060230290699,0.524400512708041
foodnetwork,0.00353577891783964,0,0.0704345828655395,0.915365087842814
footlocker,0.00358290535553221,7.93250162255715e-4,0.0813675984038733,0.305480788099397
forbes,0.00219834771474977,0.0076923076923077,0.0535869523158885,0.772193214188685
fortnitegame,0.00330296222939301,0.00207692307692307,0.0790297068735152,0
fortunemagazine,0.00183877985871919,0.0282205691344905,0.0561151760698096,1.1263911290388
foxandfriends,0.00313770203791669,0.0452961099602118,0.0864901298383896,1.40507156030963
foxnews,0.00351028052303222,0.0482640413034845,0.0854908236407161,1.40507156030963
foxsoccer,0.00256497176541832,6.9805320716668e-4,0.0670662500125375,0.954165253146195
foxsports,0.00358712711177713,0.00276613579212071,0.0701544075262366,1.40507156030963
franklin_graham,0.00277167904201827,0.0134038800705467,0.0920128665518955,1.40507156030963
freakytheory,0.0026341199182288,0,0.0889756158046434,0
frenchmontana,0.00419104998671029,0.00264681555004136,0.102873831810687,0.877896295051229
ft,4.42855434038565e-4,0.0300872760679835,0.0320402752539875,0.524400512708041
fullfrontalsamb,0.00405052939218305,0.0202543570419218,0.0898324343503621,-2.05374891063182
funder,0.0030570285353673,0.0600464621805725,0.0851314548581427,1.1263911290388
funny_truth,0.00320588469990621,0,0.11386385802745,0
funnyordie,0.00427327558738829,0.00412240367845251,0.0723661159405832,-1.08031934081496
funnyvines,0.00168784356870312,0,0.0575155893610029,0
g_eazy,0.00490728205271672,0.00205086136177194,0.115316221369946,-2.05374891063182
gabrielzamora,0.00397276771358484,0.00262393402680161,0.072933699950126,-1.88079360815125
galgadot,0.00431593165368601,0,0.0784126961425178,0
gameinformer,0.0019638927085016,0.00330404217926186,0.0565882635453256,0
gameofthrones,0.00434076612265795,0.00301433266564244,0.114392032856783,0.150969215496777
gamespot,0.00216120038727868,0.0120865984858547,0.0434240893879997,0
gamestop,0.00184351742009514,0.00266114725014784,0.0768590074182729,0
garrett_watts,0.00467604137617198,0.00274607113316791,0.0948391645183677,-2.05374891063182
garyvee,0.00316505499408051,7.89473684210526e-4,0.0616141981381345,0.994457883209753
gatenm123,0.00513912576249617,0.00182336182336182,0.122985281049649,0.305480788099397
gatesfoundation,0.00404477420810094,0.00368839545530369,0.0972914392375437,-0.994457883209753
gavinnewsom,0.00365013089135982,0.0273434389020149,0.0914809091262575,0.841621233572914
genius,0.00296792320269008,9.1324200913242e-4,0.0567461502587911,-1.40507156030963
georgelopez,0.00376007533951504,0.00659635897024621,0.0859274946447347,0.439913165673234
georgetakei,0.00340118438149846,0.0132237771215817,0.0899683589666172,-1.08031934081496
ggreenwald,0.00444332487413081,0.00815217391304349,0.0809277388194949,0.612812991016627
gherbo,0.00296875219287576,0,0.0584045336501466,0
giants,0.00254231277044006,0.00826553015627019,0.0763131551208577,0
gigihadid,0.00354289461498871,0.00143380595826032,0.0642058582716094,0
gizmodo,0.00146434752646587,0.00530347672362994,0.0616943264233022,0
glennbeck,0.00370016966310941,0.0170051960321209,0.0974408879739508,1.34075503369022
glennhowerton,0.00490187524692934,0.00419754059593252,0.11429612725264,-0.841621233572914
glennthrush,0.00381063404361472,0.0225527179960377,0.0815092633011442,1.17498679206609
gma,0.00165038533590791,0.00852151682999574,0.0644559246747577,0.738846849185214
gmail,0.00280685808265675,0,0.0763604850391706,0
god_son80,0.00388993786920361,0,0.0659571009183696,0
goldengateblond,0.00317557129473523,0.00851600693896861,0.070294067845238,-2.32634787404084
goldenknights,0.00283765266083313,0.00598229241445322,0.0753765954796807,0
golicandwingo,0.00346354598431901,0.00217850091905508,0.0918038861590991,0.643345405392917
goodreads,0.00407295500355285,9.28583488097248e-4,0.0913024643582397,-1.88079360815125
google,0.00393737904799737,0,0.0842880627212763,0.553384719555673
googlechrome,0.00166582782975744,0,0.0396769008391308,-1.17498679206609
gop,0.0016810081700465,0.0553852658281365,0.0788631102342443,1.47579102817917
gordonramsay,0.00398713431882053,0.0046364926667718,0.0871254486345879,1.08031934081496
govmikehuckabee,0.00314844438709025,0.0232955340893182,0.0819432987759736,1.47579102817917
graysondolan,0.00288622881898775,0,0.0521517622085272,0
greggutfeld,0.00425168229057002,0.00920115132355023,0.10441353989525,1.40507156030963
greysabc,0.00403759047365434,0,0.0743490154911704,0
grrmspeaking,0.00342752783469973,0.00285209832948526,0.0875557270494476,-2.05374891063182
gstephanopoulos,0.0040474423837998,0.0433759451006589,0.119094027741294,1.22652812003661
gtconway3d,0.00332401905947073,0.0303864948911595,0.0811455274318379,1.22652812003661
guardian,0.00131772527740658,0.0236982105432855,0.0394630323486211,-0.467698799114508
gublernation,0.002752052658869,4.28770500589559e-4,0.062136554319679,0
gucci1017,0.00244809494439406,0.00128736947503934,0.0635833421414775,0
guyfieri,0.00396656008367484,0.00273881254614304,0.103246406922537,0.954165253146195
gwenstefani,0.00491368903630862,0.00135029493284059,0.108766446908012,0.738846849185214
h3h3productions,0.00456996716037032,0.0021043771043771,0.110388891924568,0.524400512708041
hahadavis,0.0022746523130836,0,0.045062059704023,0
halfonioninabag,0.00522171411746551,0.0158654133987906,0.104926950721868,-2.32634787404084
halliejackson,0.00363149080158283,0.0256471389645777,0.0971069173128912,1.1263911290388
halsey,0.00358705815296119,0.00521627477730519,0.0734231670223936,0
hamillhimself,0.00421549042436812,0.00316205533596838,0.0793538410642663,-2.32634787404084
hamiltonmusical,0.00302612809798871,7.54843579635998e-4,0.0800011483648989,0
hardballchris,0.00430197616855533,0.0407525131147118,0.107504958312508,0.915365087842814
harry_styles,0.00278370890572734,0,0.121157747320559,0
harto,0.00476960174606086,0.00511669190205189,0.0917952908879184,-2.32634787404084
harvardbiz,0.00290182369599405,0.00142135186355022,0.0716348870988257,-0.201893479141851
hasanminhaj,0.00496157639719716,0.00953375224062875,0.119437131921244,-1.55477359459685
hbcufessions,0.00385404302437982,0.00232729618876446,0.0540640389671449,1.22652812003661
hbo,0.00402564083614137,0.0025610536906613,0.104553631055107,-2.32634787404084
heathhussar,0.0028058931047001,0.00409416581371546,0.0608806553549256,0
heritage,0.00290174238033745,0.0400563756397893,0.0805313748351782,1.2815515655446
hideo_kojima_en,0.00385109186627648,0,0.0990286194670413,0
hilaryduff,0.00372159289769099,0.0091324200913242,0.0534529855873357,0
hillaryclinton,0.00426430378079376,0.0496599968041475,0.0931751764354031,-1.34075503369022
history,0.00335794757741586,0.012120131895553,0.0902550746256965,0.915365087842814
historyinpics,0.0033869024030618,0.00922509225092251,0.0856670447747468,0.877896295051229
hitrecordjoe,0.00369691369832369,0,0.0668502639517629,-2.05374891063182
hodgman,0.00301045739062129,0.00931834295553531,0.0697871989358854,-2.05374891063182
holy_schnitt,0.00356999447232132,8.424599831508e-4,0.053136243874187,-2.05374891063182
hondadeal4vets,0.00289617125329833,0.00267618198037467,0.0550484932036004,0
hootsuite,0.00221695295437883,0.0125803746155997,0.066108682839544,1.22652812003661
hornyfacts,0.0039161003543443,4.08121620242832e-4,0.0683118687379366,0
hotnewhiphop,0.00255766707620026,4.42477876106195e-4,0.0606024627514179,-0.915365087842814
housedemocrats,0.00349559269475093,0.0358993866197518,0.100627589057222,0.2533471031358
houstontexans,0.00364485007742393,0.00498338870431893,0.0798724141001567,0.877896295051229
howardstern,0.00431686707325064,0.0028381582022772,0.106924221043172,-0.841621233572914
hrc,0.00352488182708239,0.036036036036036,0.0653709706612406,-0.439913165673234
hrw,0.00218875789787578,0.0248514708013331,0.063348364133993,0.877896295051229
huffpostpol,0.00297728161790777,0.0839486701555667,0.0795840002049345,1.22652812003661
hulkhogan,0.0026748809184918,0.00272781519052084,0.0622824026391638,0
hulu,0.00627490448859874,0,0.071182687793504,-1.88079360815125
iamblackbear,0.00126400183530076,0,0.0257043864124263,0
iamcardib,0.00418241839953771,0,0.0564424812718151,0
iamjamiefoxx,0.0045068224131408,0.00238361423418482,0.116851818610171,-1.22652812003661
iamjericho,0.00199056363926854,6.74801776978013e-4,0.0554244502539535,1.22652812003661
iamjhud,0.00223549754872116,1.48456057007126e-4,0.0396876254152867,0
iamjohnoliver,0.00258080645657575,0.0128142543324384,0.094434310474874,-1.2815515655446
iamkevingates,0.00297244398356484,0,0.0550179518346712,0
iamoppose,0.00415181166816593,0.00207155751531473,0.0975375536640711,-0.10043372051147
iamqueenlatifah,0.00453197025182302,0.00210651178010471,0.0997365452105358,-1.34075503369022
iamrashidajones,0.00501558662550962,0.0150969247944788,0.107529890877916,-1.88079360815125
iamsambee,0.00503135368757597,0.00685005980210939,0.098806864363144,-0.0752698620998298
iamsteveharvey,0.00393884281064101,0.0019295706705258,0.0764317658524619,0.0250689082587111
iamwill,0.00468863231852365,0.00594980281304854,0.108238296391746,-1.47579102817917
ianmckellen,0.00418940472933203,0.00397867430572134,0.102144962718796,-1.75068607125217
iansomerhalder,0.00412061803170707,0.00659530386740331,0.0871092325064719,-0.643345405392917
icecube,0.00320245757261244,0,0.0783350129744998,0
idriselba,0.00470138334677032,0.00185464476419517,0.115163667064607,0.915365087842814
iggyazalea,0.00350360924127567,0.00256441567957015,0.0611233944627445,0
ign,0.00287207342369779,0.00404100137985413,0.0671029205937371,0
iheartradio,0.00304844292828317,9.1645028257217e-4,0.0600789189345474,0.915365087842814
ijessewilliams,0.00461880817586654,0.0137767220902613,0.10226176622942,-0.643345405392917
ilhanmn,0.00340619732618912,0.0484195779704054,0.0848571546345632,-1.88079360815125
im_theantitrump,0.00422482729421516,0.0335263801073269,0.0883200339609582,1.08031934081496
imaginedragons,0.00410639853267847,0.00141478449800414,0.105861335624875,-0.954165253146194
imdb,0.00342242045270824,6.7330999192028e-4,0.0716179453222811,-0.582841507271216
inc,0.00260742636941056,0.00528401585204756,0.0730999440256886,-0.877896295051228
indivisibleteam,0.0041474416693222,0.030801393728223,0.0794709045748772,-1.64485362695147
ingrahamangle,0.00232705069082306,0.0388349514563106,0.0878449075891854,1.2815515655446
instagram,0.00270062496799354,0.00128515270638041,0.0649007656767468,0
interior,0.00386649111431614,0.00474938512424731,0.102474248477604,1.03643338949379
iownjd,0.00312290499229202,0.00368932038834952,0.0808042188621017,-1.03643338949379
ironstache,0.00349264234983944,0.0216954263695761,0.0742501945514863,-1.47579102817917
isaiahthomas,0.00430268986556105,0.00128040973111396,0.0923298389003795,0.674489750196082
issarae,0.00503057777872588,0.00674157303370786,0.0928817946651839,-0.495850347347453
itsgabrielleu,0.00440211495522815,0.0133660584912914,0.0896574689367848,-2.32634787404084
itsjoshpeck,0.00474948203786675,0.00358307930905396,0.0899421489146456,0.841621233572914
ivankatrump,0.00339243451710662,0.0250883392226148,0.100088621496236,1.34075503369022
iwf,0.00499432010459291,0.0232558139534884,0.0851201860846744,1.47579102817917
j_d_landis,0.00573095412065406,0.00620771689837187,0.0970775505618136,0.125661346855074
jaboukie,0.00403435891650455,0.0101230425055928,0.0724352991079869,-2.32634787404084
jack,0.00402995999125352,0.00459918332258758,0.112847101470143,-0.0501535834647337
jack_septic_eye,0.00471877610287576,0,0.069233605912206,0
jackieaina,0.00297379644930685,0.00210293303818484,0.0519243271526066,-3
jackphan,0.00413546411472789,0.00202487706103558,0.0672252751426831,1.34075503369022
jackposobiec,0.00376036244339551,0.0342484008528785,0.0576151300350328,3
jaclynhill,0.00434545824176884,9.23190546528803e-4,0.0671910980174679,0
jacquees,0.00143667402158,0,0.0513895224308268,0
jadapsmith,0.00292311831286114,0,0.0779725379095417,0
jakecardiff401,0.0025266098412785,0.001032296121516,0.0547475690172053,0
jaketapper,0.00219678497374918,0.0588498545535914,0.0600555197247841,1.17498679206609
jaketaustin,0.00452569285291867,0.00288989805963987,0.103399974942604,-2.32634787404084
jalenrose,0.00487705396838541,0.00230696798493408,0.134320676024452,0.305480788099397
jamescharles,0.00413826273105889,0.00281180960032134,0.0596433838652787,0
jamessmurray,0.00473206926318455,8.6735283913496e-4,0.132797091677198,1.34075503369022
jamilahlemieux,0.00442979863014331,0.00896267998824566,0.0607188673950725,-1.40507156030963
janellemonae,0.00436828354760134,0.011392192997152,0.0983648196074068,-2.32634787404084
janemayernyer,0.0038020403620027,0.027345643647261,0.0989885750612599,0.877896295051229
janetjackson,0.00229849539779147,0,0.060496172711223,0
jarpad,0.00477506190510551,0.00266012718733115,0.0962996826011281,-1.34075503369022
jaseduckman,0.00379504459115049,4.83617458590255e-4,0.0813540449081281,0
jason_aldean,0.00412012633311827,0.00172584890192864,0.117041457108953,0.954165253146195
jasoninthehouse,0.00236431801621071,0.0317202114680765,0.0741291867895102,1.55477359459685
jasonkander,0.0038278270168139,0.00494620996661308,0.0794316942993387,-0.877896295051228
jasonsegel,0.00414129433618062,0,0.0900729415926418,-2.05374891063182
jaybilas,0.00402012636735918,0.0054865150713908,0.0856962900768037,0
jayglazer,0.00324455489725254,0.00136193394620361,0.0657172396105448,0
jaysonst,0.0040520140192836,0.00284883720930233,0.0725294940785418,-1.40507156030963
jayversace,0.0042946785429054,0.00513896171997902,0.0483220832092431,-0.0501535834647337
jccaylen,0.00266672458739926,0,0.051717707859728,0
jcolenc,0.00242650982623911,0.00162008910490077,0.068896737889942,0
jcrossover,0.00363163762329449,5.35762121618002e-4,0.0804291353625708,0
jdaiey,0.00256876364334843,5.44662309368192e-4,0.0863277611885112,1.08031934081496
jeezy,0.00487766172117046,0,0.0748844356372087,0
jeffbezos,0.00285243715993458,0.00934477887645333,0.0835397866485153,0
jeffreestar,0.00371910387170117,0,0.0657806465481481,0
jeffreyhayzlett,0.00403827201796712,0.00215623736579668,0.100387262343619,1.40507156030963
jemelehill,0.00315339465984074,0.00684931506849315,0.0754676242112391,-1.75068607125217
jenna_marbles,0.00513630904954981,9.33908045977011e-4,0.106597769643928,1.08031934081496
jennafischer,0.00510532060332383,0.00939324179889831,0.105265205467596,-1.55477359459685
jenniwoww,0.00435082755606695,0.00110366574694521,0.0835506385925575,0.125661346855074
jensenackles,0.00382503956713669,0.00176334106728538,0.094977746361216,0.877896295051229
jeremyclarkson,0.00363302465538768,0.00746683612677734,0.0803565678569833,0
jerryseinfeld,0.0045654137170962,0.00233739018296123,0.10453980599785,-0.706302562840088
jessebwatters,0.00523488457046217,0.029955231741573,0.125384061433256,1.40507156030963
jessicaalba,0.00421202998259216,0.00316616593482783,0.106148926322513,-1.40507156030963
jessicasimpson,0.00289089698106773,0,0.0489461516706171,0
jetblue,0.00284310995972627,0.00141063619692481,0.0905552557541325,-1.1263911290388
jharden13,0.00174318587418895,0,0.06750968160086,0
jheneaiko,0.00224786099466888,0,0.061878778974844,0
jidsv,0.0028224791092917,0.00361383582860092,0.0438224913515723,0
jilevin,0.00284345912258525,0.0611590628853268,0.055748786159061,-0.331853346436817
jillwinebanks,0.00334649751037926,0.0324631101021567,0.0840788660596582,-1.40507156030963
jim_jordan,0.00317960105017418,0.0596898793975435,0.0825636185681166,1.47579102817917
jimcantore,0.00193929387138154,9.7799511002445e-4,0.0622641417664438,1.2815515655446
jimcarrey,0.00265223273868686,0.017328398384926,0.0804576745289286,0
jimcramer,0.00282565633317453,0.00561199806482826,0.0697961171892035,0.994457883209753
jimgaffigan,0.00382593131724836,0.00215359237536657,0.098948043495817,0.0501535834647337
jimmyfallon,0.00480438303247683,0.00219684716220457,0.116863585169502,0.954165253146195
jimmykimmel,0.00388594088448183,0.0103763143331489,0.1115740422731,-2.32634787404084
jimmykimmellive,0.00451885474967305,0.00568088709236904,0.124592827167306,0.524400512708041
jimrome,0.00342901737022198,0.00348605577689243,0.0552222405180692,0
jjwatt,0.0033410596577774,4.02123210551713e-4,0.0767717881976023,0
jk_rowling,0.00405675670216463,0.00866119445230681,0.0969399559009833,-0.385320466407568
jkcorden,0.00414999833055623,0.00728624535315985,0.103942629064101,-2.32634787404084
jlo,0.00458731524694961,0.00100398006382445,0.10196349149395,-1.55477359459685
jmanziel2,0.00475981127545005,0.0011154330168173,0.107464619732343,1.2815515655446
joan_rivers,0.00392815021249021,0.0022584875418913,0.0950777367176442,-0.412463129441405
