userhandle,kokil_ideology,relevance_kw,relevance_delib,barbera_ideology
andyrichter,0.00294009731179634,7.03135986499789e-4,0.0550689562685025,-2.05374891063182
angela_rye,0.0041184058291612,0.0225024326954265,0.0959153255394067,-0.227544976641149
angelayee,0.00458909067132945,0.0028846744000491,0.106920025649623,0.841621233572914
annakendrick47,0.00531750310412252,0.0020412227422085,0.0902489981388375,-1.64485362695147
anncoulter,0.00426220158672854,0.0391081871345029,0.0733716139348347,1.40507156030963
anncurry,0.00423910690383444,0.0112767664822402,0.104468948203714,0.0250689082587111
anselelgort,0.00489980130676726,0.0020023282887078,0.093735198355947,-1.34075503369022
antdavis23,0.00302909933833749,0.0169491525423729,0.0655047129501451,0
anthonyjeselnik,0.00431955670708285,0.00453474072555852,0.0988142389699792,-1.88079360815125
antoni,0.00376664438297181,0.00337268128161889,0.101778126530318,-1.75068607125217
aoc,0.00374739281411021,0.0201128280598479,0.0836761338647313,-1.55477359459685
ap,0.00188293737151481,0.0403385557356384,0.0679400957896989,0.994457883209753
aparnapkin,0.00418033336275557,0.0102004146510021,0.0866229023390549,-2.05374891063182
aplusk,0.00420285649666683,0.00782388959082515,0.103220714338757,0.495850347347453
applemusic,0.00478509141794252,7.16656608328304e-4,0.125797497885301,-1.17498679206609
aprildryan,0.00283312537211224,0.0211864406779661,0.0617937686103601,0.841621233572914
apstylebook,0.00314552131121886,0.00781073716001596,0.086306804472928,-0.80642124701824
arbys,0.00460644497119018,5.75226895053049e-4,0.131570212094758,1.17498679206609
arianagrande,0.00367180450200665,0.00142382534409112,0.0689718980884858,0
ariannahuff,0.00332959425625069,0.00429011931894356,0.0763973992910155,0.385320466407568
arimelber,0.00382644043564117,0.0278823234224062,0.0792402743897454,0.915365087842814
arithedon,0.00372142070590582,7.41619697419163e-4,0.0623795344582848,0
arizzo44,0.00341825732730236,0,0.0715674297632239,0
artisthbtl,0.00334416242003446,1.5281173594132e-4,0.0597609950427849,0
asapferg,0.00464374576343491,0,0.0440442151678759,0
ashanti,0.0019133125241124,0.00154117956621434,0.0424617544593355,0
ashbenzo,0.00344957029739571,0,0.0380621435628943,0
ashleytisdale,0.00402014915042683,0,0.0665044412670406,0
ashton5sos,0.00458305421978607,0.00160649874208117,0.0963282416479791,-2.32634787404084
askaaronlee,0.00435197356224907,0.00177566045907319,0.118646230296368,1.22652812003661
astros,0.00314703442247603,0.00928926333981422,0.0642949079245426,0.612812991016627
asvpxrocky,0.0032028519601662,0.002460024600246,0.077624269701345,-1.22652812003661
atlantafalcons,0.00336109308090128,0.009484291641968,0.0842798292159001,0
att,0.00405687415886481,8.66050808314088e-4,0.0949798118221278,0
auschwitzmuseum,0.00202626246926199,1.50262960180316e-4,0.0698519527589967,1.17498679206609
austinmahone,0.00457578782450882,0.00110870598173275,0.104960187476066,-2.05374891063182
austinmcbroom,0.00222306444907981,3.91849529780564e-4,0.056708944149582,0
ava,0.00229679754233815,0,0.157587548078429,-0.841621233572914
avengers,0.00278216019164243,0,0.0716638066521514,0
avrillavigne,0.00322667150612375,0.00224988750562472,0.0635775564508539,0
awkwardgoogle,0.00525546687679543,0,0.0404147901055768,0
ayannapressley,0.00425397631954207,0.0183685003767897,0.104405839108701,-0.176374164780861
ayeshacurry,0.00462279194154075,0.00114725334053179,0.0988545875850513,0.305480788099397
azizansari,0.0020141984316353,0,0.0581948059699574,0
bakermayfield,0.00304070438177487,0,0.0720035574264461,0
banks,0.00448836161795206,0.00106730286288297,0.109278524870845,1.22652812003661
barackobama,0.00378522111004467,0.0624412583947093,0.089924883211484,0.0501535834647337
barringtonmole,0.00288493161203065,0.00292198305249829,0.0448474284311118,0
barstoolbigcat,0.0035925474573747,0,0.0629928586458032,1.22652812003661
barstoolsports,0.00271154861138221,0.00223983459682977,0.0514553811621328,0.915365087842814
bartbaker,0.00440345092098096,0.00190959506121168,0.0872051335850295,0.582841507271216
batemanjason,0.00396813184423542,0.0050060417745555,0.0905296203459005,-2.32634787404084
bbcbreaking,0.00239070441353584,0.035153973974406,0.0552766737431992,0.524400512708041
bbcnews,0.00261363788892099,0.0215073197180553,0.0276434706844368,0.524400512708041
bbcworld,0.00193959838908339,0.0273791540785499,0.045885522973695,0
beckylynchwwe,0.00352572136903221,3.06529069173393e-4,0.0853061388153932,0
bellathorne,0.00481397159926301,0.00162176474482028,0.0906232190196219,-2.32634787404084
benaffleck,0.0040706595572073,0.00511609602518694,0.115334265462463,0.279319034447454
benlandis,0.00405889896994526,0.0072992700729927,0.08146169156063,1.1263911290388
benshapiro,0.00383038242308662,0.0193178388167824,0.0833603607280695,1.64485362695147
berniesanders,0.00394831377886155,0.0509147013445008,0.0854462366827287,-1.03643338949379
beschlossdc,0.00221473410273243,0.0266296228343774,0.0570247680969818,0.772193214188685
bestofnextdoor,0.00467933006472602,0.0036730945821855,0.0671211356257661,0
bet,0.00299851691032079,0.00405396424536453,0.0687158088758113,-1.47579102817917
betmusic,0.00318610478311743,0.00346638655462185,0.0741554623449881,0.877896295051229
betoorourke,0.00353469718529563,0.0280914134947426,0.0920432933240687,0.994457883209753
bettemidler,0.00359789193588778,0.0194721407624634,0.0866001214911939,-2.32634787404084
bettymwhite,0.00410046201786862,7.58725341426404e-4,0.0898593609747092,-0.706302562840088
beyonce,0.008976428159002,0,0.10381229834386,0
bflay,0.00370400348561699,0.00256475093017375,0.0981482771969963,0.772193214188685
bibopggresta,0.00142336539063103,0.00243210376976084,0.0501957120613487,0
bigboi,0.00383378663729634,0.00178822327244859,0.104364334226358,0.358458793251194
bigkrit,0.00268682281456601,0,0.0591390121540186,0
bigsean,0.00447026323540587,0.00125709827040617,0.0927492608124877,-1.17498679206609
billboard,0.00119116884696176,0.0030243459851807,0.0610722479833506,-2.32634787404084
billburr,0.00313600823890932,0.00211416490486258,0.0787051028285037,0
billclinton,0.00325894366775119,0.0165474060822898,0.102076527344531,-0.201893479141851
billgates,0.00339876020174979,0.00371481640234319,0.0864912426631646,-0.643345405392917
billieeilish,0.00277500164987591,0.00189779042971398,0.0695935215582206,0
billmaher,0.00444756892446137,0.0319276135078365,0.091618563522392,0.612812991016627
billnye,0.00415625804248404,0.00720738035748606,0.10393257454992,0.0250689082587111
billoreilly,0.0032139994636266,0.0459989772023794,0.0894179574537237,1.64485362695147
billratchet,0.00451595099043318,0.00364906832298137,0.0526020781731489,0
billsimmons,0.00295528709066096,9.51474785918173e-4,0.0856170510081492,-1.1263911290388
billyeichner,0.00426470987031275,0.0195771689089528,0.0981579611866613,-1.55477359459685
bindiirwin,0.0026203895528171,0.00151204233718544,0.0736084521916483,0
birbigs,0.00382662302706943,0.0028658894027226,0.0760060455246675,-1.64485362695147
birdman5star,4.77099661146805e-4,0,0.0208625955671293,0
bishopjakes,0.00317597726315014,0,0.0797353851722175,0
biticonjustine,0.00398358541397504,0.00355821235411329,0.0551337987676344,0
bjnovak,0.00495275969490052,0.00613186674252481,0.116898627662166,-1.75068607125217
blackvoices,0.00365166758952452,0.0284455128205128,0.0733206883012845,-1.47579102817917
blakegriffin23,0.00450177185994485,0.00210218101280078,0.113387439532302,-1.88079360815125
blakeshelton,0.00260481444315013,0.00791366906474821,0.0680859356029951,0
bleacherreport,0.00243130723558153,0,0.0584100939084018,0.877896295051229
bobatl,0.00177162508582589,0.0014336917562724,0.0482851875901323,0
bobsaget,0.00427404015652821,0.00146949206687254,0.0986145229132821,-1.55477359459685
boburnham,0.0048930158021808,0.00205059993903622,0.11602279080855,0.125661346855074
bomani_jones,0.00350576553433837,0.00760602335586969,0.0776702368851893,-1.55477359459685
bonappetit,0.00340327893948227,0.00139275766016713,0.081450027869394,-0.706302562840088
boogiecousins,0.00327156573984008,0,0.0809588909525389,0
boosieofficial,0.00411875043343194,0.00200425392670157,0.0920710466339052,-0.738846849185214
bostonglobe,0.00212524658843929,0.0248678893378924,0.0627858557484153,0.994457883209753
bourdain,0.00429721650738002,0.00540262987520371,0.107929019531771,1.03643338949379
bouska,0.00492016054952334,0.0125894513649616,0.108132281553389,1.03643338949379
bqquinn,0.00411805944554979,0.00144431999056771,0.10624795934948,0.305480788099397
br_nba,0.00194240665528263,0,0.0515688641864027,0
braddjaffy,0.00333417474417766,0.0558552840368137,0.0777850617050006,0.954165253146195
bradpaisley,0.00247714185428458,0.00117984156413282,0.0625475991620213,0
braves,0.00321291049182218,0.0066158781074579,0.0620811111102228,1.2815515655446
breakfastclubam,0.00351260567032395,0.00438401423216214,0.063531576731395,0.877896295051229
breakingnews,0.00233412243145408,0.0395077142602337,0.079238318028242,0.738846849185214
breenewsome,0.00428513038647109,0.0363422701949861,0.0723567013140536,-1.47579102817917
breitbartnews,0.00266430235798454,0.0220061412487206,0.0690198923561062,1.75068607125217
brendonurie,0.00501866836043392,0.00329104155791098,0.10691035891531,-2.05374891063182
brentspiner,0.00318514183537577,0.00390070921985816,0.0954626582904295,0
bretbaier,0.00208356540655795,0.0238020995738489,0.0806319604761214,1.22652812003661
bretmanrock,0.00344147704909137,6.85199686765858e-4,0.0341142350334135,0
brianstelter,0.0034035801534735,0.0316860086060764,0.0678143879251635,0.553384719555673
brielarson,0.00488594242807523,0.0171775947649235,0.104796174902254,-2.32634787404084
brithume,0.00371437077845118,0.0281231497927768,0.0934194577898735,1.40507156030963
britneyspears,0.00457920470364695,0.00191609018065993,0.0956806329271129,0.915365087842814
broncos,0.00284524714201245,0.0089162182936203,0.0668077241827141,0.612812991016627
brothernature,0.00205146008998506,0.00193673337637185,0.0558161928292284,-3
browns,0.00211136416741259,0,0.0591498351014806,0
brunomars,0.00282095283088539,7.95544948289578e-4,0.0613876782725492,0
bryancranston,0.00386177866695502,0.00715929429813347,0.088538768677218,-0.877896295051228
bryceharper3,0.00400172028639631,0.00194552529182879,0.0831009612669107,0
brysontiller,0.00358023177639207,0,0.0652687295580766,0
brysontliier,0.00376238680821883,0,0.0644158615247528,0
bts_twt,0.00423250780563867,0,0.0707007149742393,0
bubbawatson,0.00426684575047161,0.00152074733869216,0.106536730818596,1.22652812003661
bunbtrillog,0.00445921832934575,0.00861905464354203,0.10706014445126,-1.88079360815125
bungie,0.00381140580120058,0,0.104872500038906,0
burgerking,0.0038356250042751,6.36038945153872e-4,0.0918630532857971,0
business,9.53673573025656e-4,0.0219733484547774,0.0600213660214921,0.954165253146195
businessinsider,0.00219554244646548,0.0184940554821664,0.0635447257339987,-1.34075503369022
bustarhymes,0.00273403624552796,0,0.0580710765707277,0
buster_espn,0.00308132449179378,0.00289600248228784,0.0847497023958459,-0.612812991016627
buzzfeed,0.00375230363026338,0.00754375377187687,0.059669756109383,0.915365087842814
buzzfeednews,0.00296767607842002,0.0274027005559968,0.0596541417137809,1.17498679206609
bwwings,0.00352161619001668,0.00183823529411765,0.0769340112811493,0
caa_official,0.00303625122623876,0.009000900090009,0.0637661323571007,0
caitlyn_jenner,0.00449383340269246,0.00832849118729422,0.0979380925725676,-2.32634787404084
callofduty,0.00308142401501324,0.00591754454415399,0.086515781469715,0
calum5sos,0.00311458120400363,0,0.06805910600563,0
calvinharris,0.00468269134573009,8.98293242838606e-4,0.104418104157841,-1.22652812003661
camanpour,0.00354493687354137,0.0283424715309996,0.095205597444754,-0.0501535834647337
cameron_kasky,0.00426437930642498,0.0150190114068441,0.0726797392452267,-1.64485362695147
camerondallas,0.00257923562568168,0.00121993726036947,0.0453578923651032,0
cameronnewton,0.00292283231536863,0.00999600159936026,0.0586387173412675,0
camila_cabello,0.00434289410171284,0.00170010200612037,0.0841370460551535,-2.32634787404084
camilamendes,0.00453242708717249,0.00206794682422452,0.0905914454856302,-0.706302562840088
cammipham,0.0041447179495919,0.0013578884834083,0.0980549700754328,1.64485362695147
cantguardmike,0.00252498230133374,0.00162866449511401,0.0704654188944815,0
captainamerica,0.00676147133341025,0.00103335997972275,0.151301983686773,0.305480788099397
captandrewluck,0.00143372345665888,0.00831600831600832,0.07856278654065,0
caradelevingne,0.00467663460943037,0.00421796234697026,0.10051917637275,0.10043372051147
cardiffbros,0.00206449638353516,0,0.0561178684375794,0
carlyraejepsen,0.00463156948310978,0.00148903003652777,0.103589691943881,-0.2533471031358
carmeloanthony,0.00324340544604162,0.0120366832250669,0.0820330125787926,0
carrieffisher,0.00412641904533548,0.00474872633498963,0.080684702337808,-1.34075503369022
carrieunderwood,0.00393765976538925,0.00368300736601473,0.0694123181509635,0
caseykfrey,0.00306206542408602,0.00531511009870919,0.0363709997344097,0
catherinepaiz,0.00358483506212049,0.00175837057659902,0.059325036456833,0
caucasianjames,0.00290025231784246,0.00230991337824832,0.0405308865583897,0
causewereguys,0.00250251038726333,0.00201686835350202,0.0601838650139812,0
cavs,0.00373067933070521,0,0.0444918199742445,0.305480788099397
cbfowler,0.00330465476676232,0.00205512340343801,0.109164831956725,-1.2815515655446
cbsnews,0.00240574703548266,0.0519566659296927,0.0489522544340099,0.331853346436817
cbssports,0.00337304614353326,0.00362590647661915,0.0804056111756084,0.176374164780861
cdcemergency,0.0032308840704799,0.00165059923928905,0.0814415959474824,0.201893479141851
cdcgov,0.00261670944030185,0.00231136295854458,0.0726311297458361,0
cedentertainer,0.00383308761121105,0.00308438450575398,0.103161561271289,-1.40507156030963
celtics,0.00238051115917848,9.39996866677111e-4,0.0738515016118473,0
cfbplayoff,0.00216466871992146,0,0.0648717541400949,0
chadwickboseman,0.00255826618982968,8.68055555555556e-4,0.081026059686506,0
championsleague,0.0034931637125367,0,0.0607981871022623,0
champssports,0.00290172313958899,5.47611804076666e-4,0.0641068012488981,0.524400512708041
chancetherapper,0.00280839812762356,9.11854103343465e-4,0.061628337692874,1.17498679206609
chandlerriggs,0.00433907201099189,0.0025890637945319,0.0590487927031603,0
chanel,0.00229246526574143,0.00406022669599052,0.0745560039107057,0
change,0.00354988358396778,0.0216978477985652,0.088014797024328,0.524400512708041
channingtatum,0.00478953608988926,0.00209221600545244,0.113586960140538,-1.55477359459685
charlesmblow,0.00313002595331538,0.0301555006539747,0.0755780923864062,0.994457883209753
charliekirk11,0.00284993572526939,0.0661761843590642,0.0593245534544601,1.34075503369022
charliesheen,0.00471063494323263,0.00219349086045475,0.0797579840689825,1.75068607125217
chefjoseandres,0.01217203184041,0,0.0585951075174333,0.738846849185214
chelseaclinton,0.0037858895391023,0.0108741029362066,0.0957802500822601,-1.64485362695147
chelseahandler,0.00401475125966061,0.0346412740108357,0.1011190859753,-1.88079360815125
chelseaperetti,0.00305208376546166,0,0.0546414377704532,-2.05374891063182
cher,0.0032852227598444,0.0192544039328144,0.0778933934617318,-1.47579102817917
chicagobears,0.00361763141760741,0.00198255352894528,0.0788438183332314,0
chicagobulls,0.00356600003384197,0,0.0792000248149919,-1.47579102817917
chicagotribune,0.00203159407449704,0.0119928792279584,0.0746695032484598,0.279319034447454
chickfila,0.00381237355255761,0.00161812297734628,0.0806300902440966,-1.64485362695147
chiefkeef,0.00427799902948105,0.00251793434367428,0.0709262169494015,-0.582841507271216
chiiivlbes,0.00557018325546433,0,0.0960147015732011,0
chipotletweets,0.00439331037020907,0,0.0843225005852118,0
chloegmoretz,0.00496895809203803,0.0132549299892791,0.103255375980766,-2.32634787404084
chloekim,0.00441498308425045,3.74953130858643e-4,0.0592888977347953,0
chris_broussard,0.00353302456065119,0.00351172326779518,0.085531229289293,0.385320466407568
chrisbosh,0.00434263141965049,0.00207877219752759,0.107393645495906,-0.331853346436817
chrisbrown,0.00363000463545667,0,0.0562672236916216,0
chriscuomo,0.00351158659668945,0.0209884075655888,0.0847021804890544,1.17498679206609
chrisdelia,0.00465054959395281,0.00273084144051886,0.108405661905507,1.08031934081496
chrisevans,0.00450288617870066,0.0130737704918033,0.0956036544047697,0.150969215496777
chrishemsworth,0.00311654741373029,0.00142100503810877,0.07655815386138,0
chrislhayes,0.00440822708152848,0.0174010455563854,0.0775666319727288,0.2533471031358
chrismurphyct,0.0034147016825786,0.0479855981128562,0.088331861557837,0.467698799114508
chrisrock,0.00418901420741262,0.00892359174567764,0.0951575183017952,-0.994457883209753
chucktodd,0.00391724583404981,0.02640834835184,0.0940870302153782,1.08031934081496
cia,0.00239052687610966,0.00508507725405828,0.0638824812739066,0
ciara,0.00435708653042891,0.00192022638458429,0.100365929798302,0.877896295051229
clairecmc,0.00302048228989493,0.0261420473491164,0.0848653268742426,0.10043372051147
claymatthews52,0.00383223458768858,0.00608407079646018,0.102082523138123,1.40507156030963
claytravis,0.0028257495664835,0.0220183486238532,0.0758997917084194,0.227544976641149
clickhole,0.00348790182946882,0.00259377494014366,0.052130520946011,0
clintsmithiii,0.00383490271489737,0.0131625755958734,0.0674346537192992,-0.467698799114508
cloydrivers,0.0029631948535298,0.016249153689912,0.106727964083565,0
cmpunk,0.00321236878273808,0.00687120485778204,0.0805147315834126,0
cnbc,0.00204518251943424,0.0196668209162425,0.067554896777659,0.0752698620998299
cnet,0.0018191853783982,0.00863930885529158,0.0484539377428561,0.524400512708041
cnn,0.00273809813556382,0.0576182280140972,0.0739152838367566,1.08031934081496
cnnbrk,9.48337266452251e-4,0.0601,0.0662069984820069,-0.841621233572914
cnni,0.00179837612453216,0.0393896380411639,0.070244249814376,-0.841621233572914
cnnpolitics,4.95777368127116e-5,0.128842172320433,0.0614375761251627,0.841621233572914
coachjim4um,0.00300124832723251,0.00626245374323939,0.0878286888442184,0.305480788099397
cocacola,0.00628368744161492,0,0.100252243476633,0
codyko,0.00274110588582171,1.54368632293918e-4,0.0422135603631483,0
codywolfemusic,0.00466809132623414,0.00225385527876631,0.0697671705714184,-3
colbertlateshow,0.00324774990049613,0.0420976665864806,0.0668422733512777,-1.1263911290388
coldplay,0.00395212968263898,0.00226339369049842,0.0967158642269487,-2.05374891063182
colesprouse,0.00391801442167303,0,0.0904428213848324,-1.88079360815125
coliegestudent,0.00308062041316424,0.003183989083466,0.0550052301829543,0
colincowherd,0.00379959854265629,9.78473581213307e-4,0.118176571446361,0.176374164780861
colleenb123,0.00423372419302316,7.74503349726988e-4,0.0882316028946614,-1.17498679206609
collegegameday,0.00282436160263806,9.88305056827541e-4,0.0694244819267255,0
colourpopco,0.00182377687255508,9.13957435696566e-4,0.0625395112249159,0
colts,0.00284784015164384,0,0.0805751426580196,0
comedycentral,0.00262387763718947,0.0181870119977148,0.0718767045584409,-0.915365087842814
comey,0.00255808506598675,0.0282455187398153,0.0828754064247945,-0.201893479141851
comic_con,0.00334843800725515,0,0.0702330488757555,0
common,0.00405160453691111,0.0142876768786921,0.0884828329295848,-2.05374891063182
complex,0.00276170340258383,0.00695652173913044,0.0551102702313795,0.0250689082587111
complexsneakers,0.00317209154499984,0.0034324942791762,0.0643732978356003,0
conanobrien,0.00322373716613974,0.00928102957554758,0.0708544002130353,0
connorfranta,0.00399388287788462,0.00289552540318508,0.0799878130009199,-2.05374891063182
cornelwest,0.00399994737054372,0.0182669214452255,0.0964850955361478,-0.954165253146194
corybooker,0.00389129196783503,0.0347085789129011,0.0868390814836484,0.915365087842814
costareports,0.00323689324807036,0.0385589094449854,0.0754409129009921,1.17498679206609
cp3,0.00433431856913938,0.0016056320632372,0.103118691982699,0.279319034447454
craigyferg,0.00218165794039539,0,0.0427250279331559,0
cristiano,5.25652784283685e-4,0.00154970112906797,0.0398632983766389,0
crowdfire,0.00262984358932951,0.0222222222222222,0.0800066254863588,1.40507156030963
cslewisdaily,0.00321097907759007,0.00196229588618683,0.0817393732941631,0
cspan,0.00308469321390968,0.0423655913978494,0.0654436716455164,1.2815515655446
csydelko,0.0032637297396557,0.00405730949664005,0.0490452092785794,-1.17498679206609
cthagod,0.00428208246340775,0.00775300486283146,0.0995461077277965,-2.32634787404084
cubs,0.00284496682173657,0.0120746432491767,0.0773995723660217,-2.32634787404084
cupcakke_rapper,0.00283245441171202,0.00102845389098389,0.0521472985250297,0
currensy_spitta,0.0028297578534489,5.57724484104852e-4,0.0567445375365649,0
cut4,0.00199086778651369,0.00384615384615385,0.0787208321041194,-0.0752698620998298
cw_spn,0.00338142037306071,0,0.0821000865734938,0
cw_theflash,0.00313712279865515,0,0.0740232136920366,0
cyn_santana,0.00361766343327434,0.00202260559190958,0.0748276970837595,0
cynthialive,0.00408786497211705,0.0033078354351871,0.102981662255976,0.612812991016627
da_michaelscott,0.0048299760914922,0.00517137702946483,0.0924221384576443,0
dailyrapfacts,0.00194899600511506,0.00155098875533152,0.0383429361429594,0
daisymarquez_,0.00347807855159509,5.49752611324904e-4,0.047303147342171,0
dak,0.0049024679260633,0.00163497502743623,0.10995963847933,1.40507156030963
dalailama,0.00310861306999058,0.00168950628871785,0.0911284827738442,0
dalejr,0.00301748638541128,0.00428128985243214,0.0731005316354537,0
dame_lillard,0.00370874962180957,0.0029987255416448,0.0936277245524544,-2.32634787404084
danaperino,0.00409226413961652,0.0120845921450151,0.115345262241498,1.34075503369022
danawhite,0.00497923470565553,0.00120870265914585,0.0956556514416967,1.1263911290388
danbilzerian,0.00441626502605957,0.0059251610365344,0.0835602689259775,1.22652812003661
dancrenshawtx,0.00284484809147188,0.0334489593657086,0.0893908976840776,1.47579102817917
danecook,0.00394142369053291,0.00241448692152918,0.0830892541718301,-1.47579102817917
dangerusswilson,0.00295133024019321,0.00164531672346927,0.072422144084995893,0
danielhowell,0.00459281858928654,0.00185501442788999,0.0903429145858297,-1.64485362695147
danielnewman,0.00362940240447198,0.0193124758594052,0.0544521635300881,0.954165253146195
dannydevito,0.00427308881588854,0.0131981522586838,0.100176710564798,-1.88079360815125
danpfeiffer,0.00368436432119803,0.0389311880476943,0.0761876206963542,-0.80642124701824
danrather,0.00360924967380919,0.0229213588588589,0.0895503146969033,-0.0752698620998298
darealamberrose,0.00424479722487641,0.0030307994757536,0.0878225143338624,-1.17498679206609
dariusrucker,0.00472375879647673,0.0014426930269837,0.102410477063903,-0.227544976641149
darrenrovell,0.00196177488322061,0.00442722744881019,0.0660834431118146,1.08031934081496
davebautista,0.00434908505788337,0.00777956943619339,0.0981343223919889,-2.32634787404084
daveramsey,0.00295862402894072,0.00343766962185635,0.0827035840031758,0
daveweasel,0.00409532833177262,0.0103392568659128,0.127083185359696,0.176374164780861
daveweigel,0.00399853578623859,0.0270475611609178,0.0698917298714982,1.1263911290388
